order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
212,2611,31,Pune,Afternoon,Weekday,North Indian,Dinner,Mid-range,616,No,34,3,3,No,Stressed,Low,Family,No
213,3804,44,Bangalore,Afternoon,Weekend,Desserts,Lunch,Mid-range,220,No,61,8,3,No,Lazy,Low,Family,No
214,1656,34,Pune,Afternoon,Weekend,North Indian,Dinner,Premium,999,Yes,70,14,3,Yes,Happy,Low,Family,No
215,4304,25,Pune,Morning,Weekday,South Indian,Lunch,Premium,960,Yes,92,6,3,No,Stressed,Medium,Alone,No
216,3985,36,Delhi,Evening,Weekend,North Indian,Dinner,Mid-range,671,Yes,24,12,4,Yes,Happy,Medium,Alone,No
217,3048,22,Pune,Afternoon,Weekday,South Indian,Dinner,Mid-range,647,Yes,41,10,2,No,Stressed,Medium,Family,No
218,3514,39,Mumbai,Night,Weekday,Fast Food,Breakfast,Premium,999,No,51,14,1,No,Stressed,High,Alone,No
219,3819,32,Mumbai,Morning,Weekend,Fast Food,Lunch,Premium,644,Yes,61,6,5,Yes,Happy,High,Partner,No
220,3973,39,Chandigarh,Morning,Weekday,North Indian,Dinner,Mid-range,367,Yes,27,8,4,Yes,Celebrating,Medium,Alone,No
221,2552,30,Hyderabad,Night,Weekday,Biryani,Snacks,Budget,541,Yes,82,14,2,No,Lazy,Medium,Partner,Yes
222,3386,20,Bangalore,Morning,Weekend,Chinese,Dinner,Mid-range,626,Yes,75,12,3,No,Happy,High,Partner,Yes
223,3715,18,Pune,Morning,Weekday,North Indian,Breakfast,Budget,118,No,50,3,3,No,Lazy,Medium,Friends,No
224,1875,42,Pune,Afternoon,Weekday,Fast Food,Lunch,Mid-range,499,Yes,46,7,4,Yes,Celebrating,High,Partner,No
225,1082,29,Delhi,Night,Weekday,Desserts,Dinner,Budget,542,No,44,7,4,No,Celebrating,High,Friends,Yes
226,4070,26,Hyderabad,Night,Weekday,North Indian,Breakfast,Premium,587,Yes,99,14,1,Yes,Lazy,Low,Friends,Yes
227,4661,39,Mumbai,Afternoon,Weekday,South Indian,Dinner,Budget,100,No,42,3,3,Yes,Lazy,High,Partner,No
228,2438,44,Bangalore,Evening,Weekday,South Indian,Lunch,Mid-range,999,Yes,54,1,4,Yes,Celebrating,High,Friends,No
229,3000,35,Chandigarh,Evening,Weekday,Fast Food,Breakfast,Budget,531,Yes,44,10,3,Yes,Celebrating,High,Alone,Yes
230,1380,22,Mumbai,Night,Weekend,Chinese,Snacks,Mid-range,406,Yes,23,9,4,Yes,Lazy,Low,Friends,No
231,4865,36,Hyderabad,Morning,Weekday,South Indian,Dinner,Budget,246,No,20,8,4,Yes,Celebrating,Low,Alone,No
232,2980,35,Chandigarh,Night,Weekday,Fast Food,Dinner,Budget,650,Yes,20,8,2,No,Stressed,High,Family,No
233,1887,22,Delhi,Afternoon,Weekday,Biryani,Snacks,Budget,350,No,39,1,5,Yes,Happy,Medium,Partner,No
234,1291,27,Delhi,Afternoon,Weekday,Fast Food,Snacks,Budget,362,No,24,4,4,No,Happy,Medium,Alone,No
235,3047,39,Pune,Afternoon,Weekend,Fast Food,Dinner,Budget,475,Yes,20,7,4,Yes,Lazy,High,Friends,No
236,4808,41,Hyderabad,Evening,Weekday,Chinese,Dinner,Budget,100,No,40,4,4,Yes,Happy,Low,Family,No
237,3113,38,Bangalore,Evening,Weekday,Chinese,Lunch,Mid-range,682,No,33,2,5,Yes,Happy,High,Partner,No
238,3817,38,Chandigarh,Evening,Weekend,Desserts,Snacks,Premium,871,No,77,8,1,No,Lazy,High,Partner,No
239,4476,40,Mumbai,Evening,Weekend,Chinese,Snacks,Mid-range,741,Yes,41,11,3,Yes,Celebrating,High,Family,Yes
240,2102,39,Hyderabad,Evening,Weekday,Desserts,Lunch,Budget,504,Yes,64,11,1,No,Stressed,High,Family,Yes
241,3809,24,Hyderabad,Night,Weekday,Biryani,Dinner,Mid-range,915,Yes,64,12,3,Yes,Happy,High,Friends,No
242,3545,33,Delhi,Afternoon,Weekday,South Indian,Dinner,Premium,999,Yes,68,11,3,Yes,Happy,Medium,Family,No
243,4513,18,Pune,Evening,Weekday,Fast Food,Dinner,Mid-range,999,No,32,8,2,No,Stressed,High,Friends,No
244,3578,24,Pune,Afternoon,Weekday,Chinese,Snacks,Budget,590,No,30,8,3,Yes,Celebrating,Medium,Friends,Yes
245,1787,26,Chandigarh,Evening,Weekday,South Indian,Dinner,Mid-range,860,No,47,11,3,Yes,Happy,Medium,Partner,Yes
246,2212,41,Delhi,Evening,Weekend,South Indian,Snacks,Budget,338,No,36,14,1,No,Lazy,Medium,Alone,Yes
247,2446,28,Hyderabad,Evening,Weekday,Desserts,Snacks,Mid-range,989,Yes,30,6,5,Yes,Celebrating,Medium,Alone,No
248,2580,22,Bangalore,Evening,Weekday,Biryani,Breakfast,Mid-range,885,Yes,80,12,1,No,Celebrating,Medium,Alone,Yes
249,4441,34,Delhi,Afternoon,Weekday,North Indian,Snacks,Mid-range,661,Yes,57,12,2,Yes,Happy,Medium,Friends,Yes
250,1259,28,Chandigarh,Evening,Weekend,Biryani,Dinner,Mid-range,527,No,31,11,2,No,Stressed,Medium,Friends,No
251,2743,26,Chandigarh,Afternoon,Weekend,South Indian,Snacks,Premium,918,No,73,5,3,No,Lazy,Medium,Partner,Yes
252,1479,35,Delhi,Night,Weekday,Biryani,Dinner,Budget,100,No,42,14,1,No,Happy,Low,Alone,Yes
253,2589,24,Chandigarh,Afternoon,Weekday,Chinese,Lunch,Budget,345,No,20,4,3,No,Stressed,Medium,Friends,No
254,1997,44,Delhi,Evening,Weekend,Desserts,Lunch,Mid-range,488,Yes,41,9,3,No,Lazy,High,Family,No
255,2779,44,Mumbai,Night,Weekend,Chinese,Snacks,Budget,363,Yes,29,9,3,No,Stressed,Low,Partner,No
256,2895,30,Delhi,Night,Weekday,Biryani,Breakfast,Budget,216,No,25,6,3,Yes,Lazy,Medium,Alone,No
257,1128,29,Delhi,Evening,Weekday,South Indian,Dinner,Budget,600,Yes,51,10,4,Yes,Celebrating,Low,Partner,Yes
258,3204,29,Chandigarh,Afternoon,Weekday,Chinese,Breakfast,Budget,100,Yes,31,9,3,No,Happy,Low,Alone,Yes
259,3328,24,Chandigarh,Evening,Weekday,Fast Food,Breakfast,Premium,999,Yes,91,11,2,No,Happy,High,Friends,Yes
260,4042,25,Pune,Afternoon,Weekday,Fast Food,Dinner,Budget,328,No,43,4,3,No,Happy,Medium,Friends,No
261,4025,31,Pune,Evening,Weekend,Biryani,Lunch,Mid-range,835,No,34,8,4,Yes,Happy,High,Alone,No
262,2249,37,Mumbai,Night,Weekday,Chinese,Snacks,Mid-range,937,No,60,10,3,No,Stressed,Medium,Partner,No
263,4785,21,Pune,Morning,Weekday,Desserts,Breakfast,Premium,709,No,99,8,2,No,Stressed,Low,Partner,No
264,3844,37,Delhi,Evening,Weekday,South Indian,Lunch,Mid-range,438,No,61,10,3,Yes,Stressed,High,Friends,Yes
265,3721,18,Chandigarh,Night,Weekday,South Indian,Snacks,Premium,869,Yes,99,14,4,No,Lazy,High,Friends,No
266,3471,34,Pune,Morning,Weekend,South Indian,Lunch,Budget,231,No,34,9,3,No,Happy,High,Alone,No
267,1508,41,Pune,Evening,Weekend,Chinese,Dinner,Mid-range,392,No,55,9,3,No,Lazy,Medium,Friends,No
268,2726,19,Mumbai,Night,Weekday,Fast Food,Dinner,Premium,999,No,67,14,3,Yes,Celebrating,Low,Partner,No
269,2257,22,Hyderabad,Night,Weekday,North Indian,Lunch,Mid-range,625,No,80,8,3,No,Celebrating,Low,Partner,Yes
270,3513,41,Mumbai,Evening,Weekend,South Indian,Lunch,Mid-range,607,No,39,10,3,No,Happy,Medium,Alone,No
271,4920,26,Delhi,Morning,Weekend,Fast Food,Dinner,Mid-range,196,No,53,7,2,No,Stressed,High,Alone,No
272,3226,26,Chandigarh,Morning,Weekday,Desserts,Dinner,Budget,147,Yes,20,2,4,Yes,Lazy,High,Alone,No
273,2760,21,Mumbai,Evening,Weekday,South Indian,Lunch,Budget,462,Yes,22,8,3,No,Lazy,Medium,Friends,No
274,2228,28,Pune,Morning,Weekend,Desserts,Lunch,Budget,275,No,34,8,2,No,Lazy,Low,Alone,No
275,4131,26,Chandigarh,Morning,Weekday,North Indian,Dinner,Mid-range,546,Yes,45,8,4,No,Happy,Medium,Partner,No
276,4563,29,Chandigarh,Night,Weekday,Biryani,Dinner,Budget,262,No,62,10,2,No,Lazy,Medium,Alone,No
277,3540,36,Pune,Night,Weekday,Biryani,Lunch,Budget,534,Yes,60,2,5,Yes,Lazy,High,Alone,Yes
278,1620,30,Mumbai,Night,Weekday,Biryani,Dinner,Mid-range,127,No,86,8,3,Yes,Lazy,Low,Alone,Yes
279,2619,20,Pune,Morning,Weekend,Chinese,Lunch,Premium,999,No,86,11,2,No,Lazy,Medium,Family,No
280,3910,44,Hyderabad,Afternoon,Weekend,Biryani,Dinner,Mid-range,430,Yes,69,6,4,Yes,Lazy,Low,Partner,No
281,2201,31,Chandigarh,Night,Weekday,South Indian,Dinner,Mid-range,742,Yes,53,5,4,Yes,Lazy,Medium,Friends,No
282,1751,21,Bangalore,Evening,Weekend,North Indian,Lunch,Mid-range,637,No,50,9,4,Yes,Lazy,Medium,Partner,No
283,3951,19,Bangalore,Night,Weekday,North Indian,Snacks,Budget,353,Yes,45,3,5,Yes,Celebrating,High,Friends,Yes
284,2203,34,Delhi,Night,Weekday,Chinese,Dinner,Mid-range,513,No,43,6,1,No,Lazy,Medium,Friends,No
285,1521,44,Pune,Night,Weekday,North Indian,Snacks,Budget,320,No,20,8,2,No,Happy,High,Partner,No
286,3658,27,Pune,Evening,Weekday,Desserts,Snacks,Premium,999,Yes,53,9,2,No,Lazy,High,Family,No
287,3367,26,Delhi,Afternoon,Weekday,Biryani,Lunch,Mid-range,671,Yes,70,13,3,No,Celebrating,Medium,Alone,Yes
288,3617,34,Delhi,Evening,Weekend,Chinese,Lunch,Budget,258,No,20,5,2,No,Stressed,Medium,Friends,No
289,4118,24,Delhi,Evening,Weekday,Biryani,Dinner,Budget,323,No,40,3,5,Yes,Celebrating,High,Alone,No
290,1791,32,Chandigarh,Afternoon,Weekend,Chinese,Snacks,Mid-range,858,No,39,9,2,No,Happy,Low,Friends,No
291,2565,43,Hyderabad,Night,Weekend,Biryani,Dinner,Budget,100,No,40,4,3,No,Stressed,High,Partner,No
292,2159,28,Pune,Morning,Weekend,South Indian,Lunch,Mid-range,411,No,40,4,4,Yes,Lazy,Low,Family,No
293,4536,44,Chandigarh,Night,Weekday,Desserts,Dinner,Budget,442,No,36,14,1,No,Stressed,Medium,Family,Yes
294,2027,29,Delhi,Morning,Weekend,Desserts,Lunch,Budget,452,Yes,57,3,4,No,Happy,Medium,Partner,No
295,2732,20,Pune,Evening,Weekday,Biryani,Lunch,Budget,100,No,25,6,2,No,Lazy,Low,Partner,No
296,4898,32,Chandigarh,Night,Weekend,Desserts,Dinner,Mid-range,714,No,30,4,3,Yes,Stressed,Low,Family,No
297,4519,44,Hyderabad,Morning,Weekend,North Indian,Dinner,Premium,765,Yes,68,9,1,No,Stressed,Medium,Family,No
298,1223,29,Chandigarh,Evening,Weekday,Fast Food,Lunch,Premium,578,No,80,7,2,No,Lazy,Low,Family,Yes
299,3539,40,Hyderabad,Afternoon,Weekday,Chinese,Snacks,Mid-range,826,No,66,11,1,Yes,Lazy,High,Family,Yes
300,3337,18,Delhi,Night,Weekday,Chinese,Lunch,Budget,488,No,44,14,1,No,Happy,Medium,Friends,Yes
301,1521,19,Hyderabad,Night,Weekday,Chinese,Lunch,Budget,558,No,20,5,2,No,Stressed,Medium,Family,No
302,3781,29,Pune,Night,Weekday,Fast Food,Snacks,Budget,170,No,27,6,4,Yes,Happy,High,Alone,Yes
303,2821,33,Delhi,Night,Weekend,Biryani,Dinner,Premium,435,No,96,14,3,No,Happy,Medium,Alone,No
304,2313,29,Pune,Evening,Weekend,Chinese,Lunch,Premium,999,Yes,52,7,5,Yes,Celebrating,Medium,Family,No
305,1602,22,Bangalore,Afternoon,Weekday,Chinese,Snacks,Mid-range,480,No,56,10,2,No,Stressed,Medium,Partner,No
306,2441,38,Mumbai,Afternoon,Weekend,Biryani,Breakfast,Mid-range,930,No,90,7,3,Yes,Happy,High,Friends,Yes
307,3560,43,Hyderabad,Evening,Weekday,Desserts,Snacks,Premium,829,No,57,4,4,Yes,Happy,Medium,Partner,No
308,3209,40,Mumbai,Evening,Weekday,Fast Food,Dinner,Premium,669,No,99,8,3,Yes,Happy,Low,Alone,Yes
309,3901,18,Mumbai,Night,Weekend,North Indian,Snacks,Mid-range,999,No,59,11,3,Yes,Celebrating,Low,Partner,No
310,3912,24,Hyderabad,Afternoon,Weekday,Desserts,Dinner,Mid-range,493,Yes,44,10,2,No,Stressed,Medium,Family,No
311,4541,25,Delhi,Morning,Weekend,Desserts,Snacks,Mid-range,222,Yes,68,14,3,Yes,Lazy,High,Partner,Yes
312,2741,37,Bangalore,Evening,Weekend,North Indian,Snacks,Mid-range,656,No,99,1,5,No,Happy,Medium,Partner,Yes
313,2781,37,Pune,Afternoon,Weekend,South Indian,Dinner,Budget,549,Yes,42,2,5,Yes,Happy,High,Friends,No
314,1213,26,Chandigarh,Evening,Weekday,Desserts,Dinner,Mid-range,595,No,44,7,5,Yes,Happy,High,Family,Yes
315,2206,38,Pune,Evening,Weekday,Chinese,Breakfast,Mid-range,618,Yes,57,1,5,Yes,Celebrating,Medium,Family,No
316,1639,40,Chandigarh,Evening,Weekday,Desserts,Dinner,Premium,984,No,69,11,1,No,Stressed,High,Alone,Yes
317,2088,32,Pune,Morning,Weekday,Chinese,Lunch,Mid-range,456,No,42,8,3,No,Happy,Low,Partner,No
318,4548,33,Hyderabad,Night,Weekend,Fast Food,Breakfast,Mid-range,100,Yes,73,12,3,No,Celebrating,High,Alone,No
319,1287,38,Bangalore,Morning,Weekend,South Indian,Dinner,Mid-range,897,Yes,24,2,5,Yes,Stressed,High,Partner,No
320,2593,22,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Mid-range,333,No,49,14,1,No,Stressed,High,Alone,No
321,1324,32,Delhi,Evening,Weekday,Fast Food,Snacks,Premium,901,Yes,83,11,4,Yes,Celebrating,Medium,Family,No
322,4951,32,Pune,Morning,Weekend,Fast Food,Snacks,Budget,278,No,28,5,5,Yes,Happy,Medium,Friends,No
323,4722,42,Pune,Morning,Weekend,Biryani,Lunch,Mid-range,609,No,65,5,4,Yes,Celebrating,High,Alone,No
324,1784,33,Chandigarh,Morning,Weekend,North Indian,Lunch,Budget,203,No,75,8,2,No,Lazy,High,Alone,Yes
325,2866,26,Delhi,Evening,Weekend,Desserts,Snacks,Mid-range,769,Yes,33,13,3,Yes,Happy,Medium,Family,No
326,3242,40,Delhi,Night,Weekend,South Indian,Dinner,Premium,853,No,60,10,2,No,Celebrating,High,Alone,No
327,4769,23,Hyderabad,Evening,Weekday,North Indian,Lunch,Mid-range,660,Yes,80,3,4,Yes,Stressed,Medium,Alone,No
328,1635,31,Hyderabad,Evening,Weekend,Desserts,Lunch,Mid-range,279,No,22,5,4,No,Lazy,Medium,Friends,No
329,1207,26,Hyderabad,Afternoon,Weekday,Chinese,Snacks,Premium,490,No,79,10,3,No,Happy,Low,Friends,No
330,2944,39,Hyderabad,Morning,Weekday,Chinese,Breakfast,Budget,370,No,21,4,3,No,Stressed,Medium,Alone,No
331,2441,22,Hyderabad,Morning,Weekend,North Indian,Dinner,Mid-range,512,Yes,40,3,4,Yes,Lazy,High,Friends,No
332,1083,30,Hyderabad,Night,Weekday,South Indian,Dinner,Mid-range,406,No,54,13,1,No,Stressed,Medium,Family,Yes
333,4020,22,Bangalore,Morning,Weekday,North Indian,Snacks,Budget,275,No,20,6,4,No,Lazy,High,Alone,No
334,1981,32,Delhi,Night,Weekday,Chinese,Snacks,Budget,458,No,20,9,2,Yes,Happy,High,Friends,No
335,1017,38,Hyderabad,Afternoon,Weekend,North Indian,Snacks,Premium,825,Yes,49,11,3,No,Lazy,Medium,Family,No
336,3761,41,Delhi,Evening,Weekday,Desserts,Dinner,Mid-range,785,No,35,14,3,No,Stressed,High,Alone,No
337,3637,30,Delhi,Night,Weekend,Fast Food,Lunch,Mid-range,833,No,53,6,4,Yes,Celebrating,High,Partner,No
338,3633,44,Mumbai,Afternoon,Weekend,Desserts,Breakfast,Mid-range,298,No,83,9,4,Yes,Happy,Medium,Partner,Yes
339,4098,20,Bangalore,Evening,Weekend,Biryani,Dinner,Premium,620,No,43,5,3,Yes,Celebrating,Medium,Family,Yes
340,2837,21,Hyderabad,Afternoon,Weekday,Fast Food,Dinner,Mid-range,526,No,66,14,2,No,Lazy,Medium,Family,Yes
341,4858,25,Pune,Afternoon,Weekday,South Indian,Dinner,Budget,398,Yes,23,13,2,No,Happy,High,Partner,Yes
342,2030,31,Chandigarh,Afternoon,Weekday,Biryani,Dinner,Premium,482,Yes,87,7,3,No,Lazy,Medium,Alone,Yes
343,3167,19,Pune,Night,Weekday,Chinese,Lunch,Premium,530,No,99,14,1,No,Stressed,Medium,Alone,No
344,1679,23,Bangalore,Afternoon,Weekday,Desserts,Breakfast,Budget,307,No,47,8,3,No,Stressed,Low,Friends,No
345,3416,28,Chandigarh,Afternoon,Weekday,North Indian,Dinner,Budget,618,Yes,35,4,5,Yes,Celebrating,Medium,Alone,No
346,2667,32,Bangalore,Night,Weekend,North Indian,Dinner,Budget,545,Yes,20,1,4,Yes,Happy,Medium,Friends,No
347,2455,33,Delhi,Afternoon,Weekday,North Indian,Breakfast,Mid-range,717,Yes,52,10,2,No,Lazy,High,Alone,Yes
348,2636,31,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,420,No,25,14,2,No,Happy,High,Friends,No
349,3764,34,Delhi,Night,Weekday,Chinese,Snacks,Budget,550,Yes,28,10,4,Yes,Celebrating,Low,Alone,No
350,4165,19,Pune,Afternoon,Weekend,North Indian,Dinner,Mid-range,788,No,58,10,2,No,Happy,Medium,Partner,Yes
351,3179,25,Pune,Afternoon,Weekday,South Indian,Lunch,Premium,982,No,72,12,1,No,Happy,High,Alone,No
352,3180,20,Chandigarh,Night,Weekday,Fast Food,Dinner,Budget,527,No,41,7,3,Yes,Lazy,High,Alone,No
353,4671,37,Chandigarh,Afternoon,Weekend,North Indian,Dinner,Budget,671,Yes,44,4,4,Yes,Happy,Low,Alone,No
354,2470,29,Hyderabad,Afternoon,Weekday,South Indian,Snacks,Premium,839,No,72,6,3,No,Celebrating,High,Friends,Yes
355,4438,39,Bangalore,Evening,Weekday,Biryani,Dinner,Mid-range,222,No,44,12,2,Yes,Lazy,Low,Alone,No
356,4615,37,Hyderabad,Evening,Weekend,South Indian,Snacks,Budget,720,Yes,27,13,4,Yes,Happy,Medium,Friends,No
357,1765,30,Bangalore,Morning,Weekday,Biryani,Snacks,Mid-range,680,Yes,46,13,2,Yes,Happy,High,Family,No
358,1363,19,Hyderabad,Afternoon,Weekend,Biryani,Dinner,Premium,885,No,66,14,2,No,Lazy,Medium,Friends,No
359,1588,40,Delhi,Afternoon,Weekday,Desserts,Dinner,Mid-range,662,Yes,63,9,3,No,Lazy,High,Friends,Yes
360,1248,30,Chandigarh,Afternoon,Weekday,Desserts,Dinner,Mid-range,529,No,85,9,4,Yes,Happy,Medium,Family,Yes
361,4150,33,Pune,Evening,Weekday,North Indian,Lunch,Premium,836,No,99,11,1,No,Lazy,High,Partner,Yes
362,2812,26,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Premium,736,No,54,13,2,No,Happy,Medium,Partner,No
363,1199,38,Bangalore,Evening,Weekday,Fast Food,Dinner,Mid-range,663,No,37,7,3,Yes,Happy,Medium,Friends,No
364,3027,34,Pune,Evening,Weekday,Desserts,Breakfast,Premium,868,No,71,4,2,No,Stressed,Medium,Family,No
365,4047,35,Hyderabad,Afternoon,Weekday,Desserts,Dinner,Budget,364,No,51,8,2,No,Stressed,High,Alone,No
366,1651,43,Bangalore,Afternoon,Weekday,Fast Food,Snacks,Mid-range,581,No,68,9,3,Yes,Happy,High,Family,No
367,4235,23,Delhi,Afternoon,Weekday,Chinese,Dinner,Budget,275,No,20,5,1,Yes,Stressed,Medium,Family,No
368,2353,20,Chandigarh,Morning,Weekday,Biryani,Dinner,Mid-range,679,Yes,38,5,4,Yes,Celebrating,Low,Partner,No
369,1659,33,Pune,Evening,Weekend,South Indian,Lunch,Premium,391,No,66,5,2,No,Stressed,Low,Family,Yes
370,4789,22,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,100,No,43,9,2,No,Stressed,Medium,Alone,No
371,1573,34,Bangalore,Afternoon,Weekday,Biryani,Snacks,Budget,193,No,29,6,4,Yes,Lazy,Low,Partner,No
372,3169,18,Bangalore,Evening,Weekday,Fast Food,Lunch,Mid-range,531,Yes,56,9,3,Yes,Happy,Medium,Alone,Yes
373,4416,20,Pune,Night,Weekday,Chinese,Lunch,Budget,758,No,25,11,1,No,Lazy,Medium,Alone,No
374,2216,28,Delhi,Morning,Weekday,Biryani,Lunch,Mid-range,711,No,20,10,4,Yes,Celebrating,Medium,Friends,No
375,3627,22,Mumbai,Evening,Weekend,Fast Food,Dinner,Budget,169,No,65,11,2,No,Stressed,Medium,Partner,No
376,1010,42,Pune,Evening,Weekend,Desserts,Dinner,Mid-range,382,Yes,72,13,2,No,Lazy,High,Partner,Yes
377,1690,19,Mumbai,Morning,Weekend,Chinese,Dinner,Mid-range,975,No,57,9,3,Yes,Happy,High,Friends,No
378,2617,43,Hyderabad,Night,Weekday,Chinese,Lunch,Mid-range,425,No,47,11,2,No,Celebrating,Medium,Friends,No
379,4559,19,Mumbai,Night,Weekday,South Indian,Lunch,Premium,559,Yes,92,13,3,No,Celebrating,Low,Alone,Yes
380,2046,33,Delhi,Morning,Weekday,North Indian,Breakfast,Premium,999,Yes,66,12,5,Yes,Happy,High,Friends,No
381,1280,30,Hyderabad,Night,Weekend,Desserts,Dinner,Mid-range,371,No,22,5,3,No,Happy,Medium,Friends,No
382,4540,43,Mumbai,Afternoon,Weekend,Chinese,Lunch,Mid-range,496,No,50,11,2,No,Stressed,High,Partner,No
383,2845,43,Hyderabad,Morning,Weekday,South Indian,Lunch,Premium,974,No,92,4,2,No,Lazy,High,Family,No
384,2253,35,Mumbai,Evening,Weekday,North Indian,Snacks,Mid-range,652,Yes,57,5,4,Yes,Celebrating,High,Friends,No
385,3222,33,Delhi,Morning,Weekday,Fast Food,Dinner,Mid-range,501,No,66,12,2,Yes,Celebrating,Medium,Alone,Yes
386,2256,33,Mumbai,Evening,Weekend,Biryani,Dinner,Mid-range,808,No,40,8,4,Yes,Happy,High,Friends,No
387,1003,33,Mumbai,Morning,Weekday,Fast Food,Dinner,Budget,286,No,20,5,4,Yes,Happy,High,Alone,No
388,4461,35,Mumbai,Evening,Weekday,Biryani,Lunch,Mid-range,646,Yes,57,6,4,Yes,Happy,High,Partner,No
389,4281,22,Pune,Evening,Weekend,Fast Food,Lunch,Premium,255,No,65,11,1,No,Lazy,Low,Alone,No
390,4608,37,Pune,Evening,Weekend,Desserts,Breakfast,Budget,577,Yes,36,11,3,No,Stressed,Medium,Alone,No
391,2013,22,Pune,Afternoon,Weekday,Chinese,Lunch,Mid-range,621,Yes,56,9,4,Yes,Happy,High,Alone,No
392,1122,27,Delhi,Afternoon,Weekend,Chinese,Breakfast,Mid-range,435,Yes,34,7,5,No,Happy,High,Friends,No
393,1721,20,Hyderabad,Afternoon,Weekday,North Indian,Dinner,Mid-range,626,No,32,8,3,No,Lazy,Low,Friends,No
394,2268,40,Bangalore,Evening,Weekday,Fast Food,Snacks,Premium,823,No,83,11,3,Yes,Celebrating,Low,Family,No
395,4118,38,Mumbai,Afternoon,Weekday,Desserts,Dinner,Mid-range,800,No,65,1,4,No,Happy,High,Partner,No
396,3523,23,Mumbai,Evening,Weekend,South Indian,Snacks,Premium,676,Yes,86,13,3,No,Happy,High,Alone,Yes
397,2883,41,Delhi,Afternoon,Weekday,Fast Food,Snacks,Budget,386,Yes,20,4,5,Yes,Lazy,Medium,Alone,No
398,3757,19,Mumbai,Evening,Weekday,Desserts,Dinner,Mid-range,624,Yes,65,9,2,Yes,Happy,Low,Friends,No
399,3971,34,Pune,Evening,Weekend,Fast Food,Snacks,Mid-range,620,No,43,3,4,Yes,Stressed,High,Alone,No
400,1572,23,Bangalore,Evening,Weekend,Biryani,Dinner,Budget,223,No,48,8,1,Yes,Stressed,Low,Partner,Yes
401,2808,34,Chandigarh,Evening,Weekend,Desserts,Lunch,Budget,675,Yes,60,8,4,Yes,Happy,Medium,Friends,No
402,3849,35,Mumbai,Evening,Weekday,Chinese,Dinner,Budget,170,Yes,33,5,4,Yes,Happy,High,Alone,No
403,4624,37,Pune,Night,Weekend,South Indian,Dinner,Premium,854,No,96,10,3,Yes,Happy,High,Family,No
404,2226,20,Chandigarh,Evening,Weekday,North Indian,Snacks,Budget,456,Yes,20,7,3,Yes,Celebrating,High,Alone,Yes
405,2394,20,Bangalore,Evening,Weekday,Chinese,Lunch,Mid-range,685,Yes,60,10,2,Yes,Happy,Medium,Partner,No
406,4805,42,Chandigarh,Night,Weekend,Chinese,Lunch,Mid-range,449,No,83,6,3,No,Stressed,Medium,Partner,Yes
407,4903,42,Pune,Night,Weekend,Biryani,Dinner,Budget,305,Yes,55,8,3,No,Lazy,Medium,Alone,Yes
408,3170,31,Hyderabad,Evening,Weekend,South Indian,Lunch,Premium,999,Yes,99,7,5,Yes,Celebrating,Medium,Friends,Yes
409,2222,18,Hyderabad,Morning,Weekday,Biryani,Snacks,Premium,999,No,78,13,2,Yes,Happy,High,Partner,No
410,3466,27,Chandigarh,Evening,Weekday,Fast Food,Dinner,Premium,999,No,44,11,2,No,Lazy,High,Friends,No
411,4336,27,Delhi,Afternoon,Weekend,South Indian,Snacks,Budget,989,No,20,7,4,Yes,Celebrating,Medium,Friends,No
412,4365,23,Chandigarh,Evening,Weekday,Desserts,Snacks,Mid-range,657,Yes,59,1,4,Yes,Happy,High,Alone,No
413,3637,35,Mumbai,Evening,Weekday,Desserts,Snacks,Mid-range,532,No,32,11,2,No,Happy,Medium,Family,No
414,3659,43,Mumbai,Evening,Weekday,Chinese,Dinner,Budget,560,Yes,51,14,2,No,Stressed,Medium,Alone,Yes
415,3207,29,Hyderabad,Evening,Weekday,Chinese,Dinner,Premium,703,No,58,14,2,Yes,Celebrating,High,Partner,No
416,1742,30,Delhi,Evening,Weekday,South Indian,Dinner,Budget,650,Yes,20,4,3,No,Lazy,Medium,Partner,No
417,1108,44,Pune,Morning,Weekday,South Indian,Snacks,Budget,199,Yes,20,1,4,Yes,Stressed,Medium,Family,No
418,3411,33,Mumbai,Afternoon,Weekday,North Indian,Lunch,Budget,100,No,47,1,4,Yes,Lazy,High,Alone,No
419,2976,38,Hyderabad,Evening,Weekday,Biryani,Snacks,Budget,216,No,31,6,3,No,Happy,Low,Friends,No
420,1308,25,Bangalore,Evening,Weekday,Desserts,Snacks,Mid-range,767,No,48,7,3,Yes,Stressed,Medium,Friends,No
421,3943,33,Hyderabad,Night,Weekday,South Indian,Breakfast,Mid-range,999,Yes,89,11,1,No,Stressed,High,Family,Yes
422,1921,23,Mumbai,Morning,Weekday,Fast Food,Lunch,Mid-range,490,Yes,79,12,1,Yes,Celebrating,Medium,Partner,Yes
423,3349,44,Mumbai,Afternoon,Weekend,Desserts,Lunch,Budget,100,Yes,49,9,4,Yes,Lazy,Medium,Alone,Yes
424,4769,38,Hyderabad,Evening,Weekend,Fast Food,Dinner,Budget,490,No,20,8,5,Yes,Celebrating,High,Alone,No
